,GO.ID,Term,Annotated,Significant,Expected,Rank in classicFisher,classicFisher,classicKS,elimKS
1094,GO:0006892,post-Golgi vesicle-mediated transport,27,1,1.23,606,0.71701,0.88118,0.88118
1143,GO:0045595,regulation of cell differentiation,27,1,1.23,607,0.71701,0.909,0.909
159,GO:0019219,regulation of nucleobase-containing comp...,1215,52,55.4,608,0.71792,0.03512,0.05796
975,GO:0065003,protein-containing complex assembly,372,15,16.96,609,0.72788,0.79216,0.79703
188,GO:0099003,vesicle-mediated transport in synapse,28,1,1.28,610,0.72996,0.07413,0.07413
189,GO:0099504,synaptic vesicle cycle,28,1,1.28,611,0.72996,0.07413,0.07413
220,GO:0060070,canonical Wnt signaling pathway,28,1,1.28,612,0.72996,0.09209,0.09209
289,GO:0006289,nucleotide-excision repair,28,1,1.28,613,0.72996,0.12987,0.12987
433,GO:0030833,regulation of actin filament polymerizat...,28,1,1.28,614,0.72996,0.23376,0.23376
1188,GO:0006367,transcription initiation at RNA polymera...,28,1,1.28,615,0.72996,0.93754,0.93754
1201,GO:0040007,growth,28,1,1.28,616,0.72996,0.94186,0.94186
39,GO:0051168,nuclear export,56,2,2.55,617,0.73182,0.01049,0.01049
217,GO:0051640,organelle localization,83,3,3.78,618,0.73698,0.08955,0.08955
378,GO:0007155,cell adhesion,134,5,6.11,619,0.73821,0.18731,0.18731
216,GO:0009628,response to abiotic stimulus,57,2,2.6,620,0.74078,0.0895,0.0895
833,GO:0015931,nucleobase-containing compound transport,57,2,2.6,621,0.74078,0.01275,0.68612
212,GO:0006406,mRNA export from nucleus,29,1,1.32,622,0.74232,0.08849,0.08849
297,GO:1902850,microtubule cytoskeleton organization in...,29,1,1.32,623,0.74232,0.13396,0.13396
1064,GO:0046434,organophosphate catabolic process,29,1,1.32,624,0.74232,0.85971,0.85971
1044,GO:0031399,regulation of protein modification proce...,84,3,3.83,625,0.74436,0.8515,0.8515
364,GO:0090304,nucleic acid metabolic process,1991,86,90.78,626,0.74515,0.0025,0.17205
994,GO:0009165,nucleotide biosynthetic process,110,4,5.02,627,0.7458,0.81013,0.81013
1087,GO:0009896,positive regulation of catabolic process,58,2,2.64,628,0.74949,0.33971,0.8729
500,GO:0034654,nucleobase-containing compound biosynthe...,1298,55,59.18,629,0.75141,0.23463,0.31736
243,GO:0045892,negative regulation of DNA-templated tra...,85,3,3.88,630,0.75158,0.10372,0.10372
244,GO:1902679,negative regulation of RNA biosynthetic ...,85,3,3.88,631,0.75158,0.10372,0.10372
245,GO:1903507,negative regulation of nucleic acid-temp...,85,3,3.88,632,0.75158,0.10372,0.10372
157,GO:0051028,mRNA transport,30,1,1.37,633,0.75411,0.0573,0.0573
360,GO:1901991,negative regulation of mitotic cell cycl...,30,1,1.37,634,0.75411,0.16808,0.16808
442,GO:0034620,cellular response to unfolded protein,30,1,1.37,635,0.75411,0.24814,0.24814
481,GO:0008064,regulation of actin polymerization or de...,30,1,1.37,636,0.75411,0.29804,0.29804
482,GO:0030832,regulation of actin filament length,30,1,1.37,637,0.75411,0.29804,0.29804
483,GO:0032271,regulation of protein polymerization,30,1,1.37,638,0.75411,0.29804,0.29804
497,GO:0000165,MAPK cascade,30,1,1.37,639,0.75411,0.3132,0.3132
620,GO:0060627,regulation of vesicle-mediated transport,30,1,1.37,640,0.75411,0.46112,0.46112
659,GO:0065002,intracellular protein transmembrane tran...,30,1,1.37,641,0.75411,0.50969,0.50969
660,GO:0071806,protein transmembrane transport,30,1,1.37,642,0.75411,0.50969,0.50969
1327,GO:0016052,carbohydrate catabolic process,30,1,1.37,643,0.75411,0.98868,0.98868
302,GO:0034470,ncRNA processing,236,9,10.76,644,0.75641,0.08537,0.13697
1323,GO:1901293,nucleoside phosphate biosynthetic proces...,112,4,5.11,645,0.75839,0.85254,0.98758
353,GO:0035556,intracellular signal transduction,333,13,15.18,646,0.75912,0.16142,0.16142
529,GO:0031324,negative regulation of cellular metaboli...,238,9,10.85,647,0.76506,0.14854,0.34918
949,GO:1902533,positive regulation of intracellular sig...,31,1,1.41,648,0.76537,0.78209,0.78209
1074,GO:0098876,vesicle-mediated transport to the plasma...,31,1,1.41,649,0.76537,0.86475,0.86475
381,GO:0043414,macromolecule methylation,87,3,3.97,650,0.76553,0.08701,0.18908
1048,GO:0009152,purine ribonucleotide biosynthetic proce...,87,3,3.97,651,0.76553,0.85369,0.85369
630,GO:0009892,negative regulation of metabolic process,311,12,14.18,652,0.76646,0.23309,0.47591
64,GO:0031123,RNA 3'-end processing,61,2,2.78,653,0.77411,0.0178,0.0178
178,GO:0006414,translational elongation,32,1,1.46,654,0.77611,0.06977,0.06977
270,GO:0007098,centrosome cycle,32,1,1.46,655,0.77611,0.12341,0.12341
271,GO:0031023,microtubule organizing center organizati...,32,1,1.46,656,0.77611,0.12341,0.12341
514,GO:0006986,response to unfolded protein,32,1,1.46,657,0.77611,0.33035,0.33035
549,GO:0006354,DNA-templated transcription elongation,32,1,1.46,658,0.77611,0.36143,0.36143
558,GO:0043484,regulation of RNA splicing,32,1,1.46,659,0.77611,0.38146,0.38146
902,GO:0006906,vesicle fusion,32,1,1.46,660,0.77611,0.7493,0.7493
903,GO:0090174,organelle membrane fusion,32,1,1.46,661,0.77611,0.7493,0.7493
1235,GO:0043933,protein-containing complex organization,411,16,18.74,662,0.78118,0.76013,0.96084
896,GO:0032940,secretion by cell,62,2,2.83,663,0.78184,0.74687,0.74687
1006,GO:0043549,regulation of kinase activity,62,2,2.83,664,0.78184,0.81977,0.81977
107,GO:0051253,negative regulation of RNA metabolic pro...,90,3,4.1,665,0.78526,0.03841,0.03841
388,GO:0032259,methylation,90,3,4.1,666,0.78526,0.11971,0.19192
1032,GO:0061025,membrane fusion,33,1,1.5,667,0.78637,0.84213,0.84213
1175,GO:0031929,TOR signaling,33,1,1.5,668,0.78637,0.93078,0.93078
592,GO:0061024,membrane organization,117,4,5.33,669,0.78774,0.42522,0.42522
454,GO:0009966,regulation of signal transduction,169,6,7.71,670,0.78989,0.2624,0.2624
1151,GO:0044085,cellular component biogenesis,721,29,32.88,671,0.79247,0.33214,0.91649
88,GO:0010557,positive regulation of macromolecule bio...,144,5,6.57,672,0.79284,0.03154,0.03154
1368,GO:0000375,"RNA splicing, via transesterification re...",144,5,6.57,673,0.79284,0.99566,0.99566
1369,GO:0000377,"RNA splicing, via transesterification re...",144,5,6.57,674,0.79284,0.99566,0.99566
1370,GO:0000398,"mRNA splicing, via spliceosome",144,5,6.57,675,0.79284,0.99566,0.99566
612,GO:0048583,regulation of response to stimulus,195,7,8.89,676,0.79312,0.45336,0.45336
1180,GO:0016073,snRNA metabolic process,34,1,1.55,677,0.79615,0.93435,0.93435
996,GO:0009260,ribonucleotide biosynthetic process,92,3,4.19,678,0.79764,0.8116,0.8116
148,GO:0009891,positive regulation of biosynthetic proc...,146,5,6.66,679,0.80262,0.05406,0.05406
149,GO:0031328,positive regulation of cellular biosynth...,146,5,6.66,680,0.80262,0.05406,0.05406
1218,GO:0019220,regulation of phosphate metabolic proces...,93,3,4.24,681,0.8036,0.95085,0.95085
1219,GO:0051174,regulation of phosphorus metabolic proce...,93,3,4.24,682,0.8036,0.95085,0.95085
312,GO:0016055,Wnt signaling pathway,35,1,1.6,683,0.80549,0.14487,0.14487
313,GO:0198738,cell-cell signaling by wnt,35,1,1.6,684,0.80549,0.14487,0.14487
314,GO:1905114,cell surface receptor signaling pathway ...,35,1,1.6,685,0.80549,0.14487,0.14487
1061,GO:0046390,ribose phosphate biosynthetic process,94,3,4.29,686,0.80942,0.85777,0.85777
1310,GO:0006164,purine nucleotide biosynthetic process,94,3,4.29,687,0.80942,0.98456,0.98456
224,GO:0043254,regulation of protein-containing complex...,36,1,1.64,688,0.8144,0.09433,0.09433
515,GO:0043171,peptide catabolic process,36,1,1.64,689,0.8144,0.33114,0.33114
686,GO:0080134,regulation of response to stress,36,1,1.64,690,0.8144,0.54385,0.54385
803,GO:0033674,positive regulation of kinase activity,36,1,1.64,691,0.8144,0.64394,0.64394
1247,GO:0019751,polyol metabolic process,36,1,1.64,692,0.8144,0.96437,0.96437
397,GO:0048519,negative regulation of biological proces...,471,18,21.48,693,0.81676,0.02171,0.20343
794,GO:0010605,negative regulation of macromolecule met...,301,11,13.72,694,0.81704,0.34015,0.63633
306,GO:0048523,negative regulation of cellular process,399,15,18.19,695,0.81767,0.01535,0.13819
17,GO:0006468,protein phosphorylation,277,10,12.63,696,0.81965,0.00432,0.00432
1246,GO:0120036,plasma membrane bounded cell projection ...,176,6,8.02,697,0.82069,0.96406,0.96406
68,GO:0051130,positive regulation of cellular componen...,37,1,1.69,698,0.82291,0.01867,0.01867
265,GO:0000910,cytokinesis,37,1,1.69,699,0.82291,0.11856,0.11856
713,GO:0030041,actin filament polymerization,37,1,1.69,700,0.82291,0.57375,0.57375
932,GO:0045859,regulation of protein kinase activity,37,1,1.69,701,0.82291,0.7702,0.7702
1301,GO:0072521,purine-containing compound metabolic pro...,177,6,8.07,702,0.82479,0.9826,0.9826
1230,GO:0016310,phosphorylation,304,11,13.86,703,0.82668,0.02184,0.9567
631,GO:0019438,aromatic compound biosynthetic process,1338,55,61.01,704,0.82674,0.36701,0.47615
873,GO:0046903,secretion,69,2,3.15,705,0.8297,0.72244,0.72244
273,GO:0031325,positive regulation of cellular metaboli...,255,9,11.63,706,0.82988,0.03432,0.12425
24,GO:0006606,protein import into nucleus,38,1,1.73,707,0.83102,0.00603,0.00603
428,GO:0110053,regulation of actin filament organizatio...,38,1,1.73,708,0.83102,0.23224,0.23224
570,GO:1901606,alpha-amino acid catabolic process,38,1,1.73,709,0.83102,0.39363,0.39363
814,GO:0007030,Golgi organization,38,1,1.73,710,0.83102,0.66108,0.66108
1162,GO:0030030,cell projection organization,179,6,8.16,711,0.83275,0.92209,0.92209
493,GO:0018130,heterocycle biosynthetic process,1343,55,61.24,712,0.83494,0.22189,0.30532
709,GO:0006814,sodium ion transport,70,2,3.19,713,0.83571,0.57077,0.57077
1015,GO:0030261,chromosome condensation,70,2,3.19,714,0.83571,0.82896,0.82896
56,GO:0006405,RNA export from nucleus,39,1,1.78,715,0.83877,0.01404,0.01404
708,GO:0034504,protein localization to nucleus,39,1,1.78,716,0.83877,0.01048,0.5695
841,GO:0051170,import into nucleus,39,1,1.78,717,0.83877,0.01048,0.69281
268,GO:0048522,positive regulation of cellular process,383,14,17.46,718,0.841,0.02076,0.12085
710,GO:1903311,regulation of mRNA metabolic process,71,2,3.24,719,0.84153,0.1242,0.57205
484,GO:0006520,amino acid metabolic process,155,5,7.07,720,0.84221,0.29942,0.29942
681,GO:0008154,actin polymerization or depolymerization,40,1,1.82,721,0.84616,0.53806,0.53806
682,GO:0032535,regulation of cellular component size,40,1,1.82,722,0.84616,0.53806,0.53806
785,GO:0035967,cellular response to topologically incor...,40,1,1.82,723,0.84616,0.62671,0.62671
892,GO:0048284,organelle fusion,40,1,1.82,724,0.84616,0.74309,0.74309
1161,GO:0031401,positive regulation of protein modificat...,40,1,1.82,725,0.84616,0.92176,0.92176
1221,GO:0007608,sensory perception of smell,40,1,1.82,726,0.84616,0.95301,0.95301
194,GO:0007264,small GTPase mediated signal transductio...,72,2,3.28,727,0.84716,0.07674,0.07674
815,GO:0051338,regulation of transferase activity,72,2,3.28,728,0.84716,0.66261,0.66261
1216,GO:0065004,protein-DNA complex assembly,102,3,4.65,729,0.85089,0.94853,0.94853
634,GO:0006139,nucleobase-containing compound metabolic...,2218,93,101.13,730,0.85357,0.05876,0.47967
491,GO:0007267,cell-cell signaling,158,5,7.2,731,0.85387,0.30322,0.30322
673,GO:0051172,negative regulation of nitrogen compound...,237,8,10.81,732,0.8542,0.26137,0.52486
946,GO:0055085,transmembrane transport,560,21,25.53,733,0.85673,0.78083,0.78083
30,GO:0050658,RNA transport,42,1,1.92,734,0.85994,0.00873,0.00873
122,GO:0010941,regulation of cell death,42,1,1.92,735,0.85994,0.04285,0.04285
123,GO:0042981,regulation of apoptotic process,42,1,1.92,736,0.85994,0.04285,0.04285
124,GO:0043067,regulation of programmed cell death,42,1,1.92,737,0.85994,0.04285,0.04285
248,GO:1902903,regulation of supramolecular fiber organ...,42,1,1.92,738,0.85994,0.10545,0.10545
392,GO:0032956,regulation of actin cytoskeleton organiz...,42,1,1.92,739,0.85994,0.19379,0.19379
393,GO:0032970,regulation of actin filament-based proce...,42,1,1.92,740,0.85994,0.19379,0.19379
696,GO:0035966,response to topologically incorrect prot...,42,1,1.92,741,0.85994,0.55596,0.55596
1133,GO:0006979,response to oxidative stress,42,1,1.92,742,0.85994,0.90095,0.90095
1401,GO:0006749,glutathione metabolic process,42,1,1.92,743,0.85994,0.99895,0.99895
1435,GO:0050657,nucleic acid transport,42,1,1.92,744,0.85994,0.00873,1
1436,GO:0051236,establishment of RNA localization,42,1,1.92,745,0.85994,0.00873,1
951,GO:0016311,dephosphorylation,104,3,4.74,746,0.85995,0.78218,0.78218
1286,GO:0072522,purine-containing compound biosynthetic ...,104,3,4.74,747,0.85995,0.97887,0.97887
82,GO:0051254,positive regulation of RNA metabolic pro...,160,5,7.3,748,0.86124,0.00313,0.02899
520,GO:0090066,regulation of anatomical structure size,43,1,1.96,749,0.86636,0.33656,0.33656
645,GO:0009063,amino acid catabolic process,43,1,1.96,750,0.86636,0.4941,0.4941
749,GO:0006418,tRNA aminoacylation for protein translat...,43,1,1.96,751,0.86636,0.59745,0.59745
498,GO:1901362,organic cyclic compound biosynthetic pro...,1364,55,62.19,752,0.86645,0.23137,0.3161
203,GO:0048518,positive regulation of biological proces...,418,15,19.06,753,0.86652,0.0154,0.08085
541,GO:0010646,regulation of cell communication,215,7,9.8,754,0.86671,0.3581,0.3581
542,GO:0023051,regulation of signaling,215,7,9.8,755,0.86671,0.3581,0.3581
260,GO:0018193,peptidyl-amino acid modification,189,6,8.62,756,0.86834,0.05522,0.11469
1178,GO:0071824,protein-DNA complex subunit organization,106,3,4.83,757,0.86853,0.93389,0.93389
875,GO:0033108,mitochondrial respiratory chain complex ...,44,1,2.01,758,0.87249,0.72504,0.72504
1152,GO:0007268,chemical synaptic transmission,107,3,4.88,759,0.87264,0.91651,0.91651
1153,GO:0098916,anterograde trans-synaptic signaling,107,3,4.88,760,0.87264,0.91651,0.91651
1154,GO:0099537,trans-synaptic signaling,107,3,4.88,761,0.87264,0.91651,0.91651
519,GO:0034660,ncRNA metabolic process,295,10,13.45,762,0.87293,0.25665,0.33512
1331,GO:0009057,macromolecule catabolic process,398,14,18.15,763,0.8774,0.98281,0.98955
160,GO:0051173,positive regulation of nitrogen compound...,245,8,11.17,764,0.87754,0.01343,0.05891
129,GO:0006820,monoatomic anion transport,45,1,2.05,765,0.87834,0.04496,0.04496
564,GO:1901607,alpha-amino acid biosynthetic process,45,1,2.05,766,0.87834,0.38763,0.38763
591,GO:0051347,positive regulation of transferase activ...,45,1,2.05,767,0.87834,0.4237,0.4237
714,GO:0043039,tRNA aminoacylation,45,1,2.05,768,0.87834,0.5748,0.5748
784,GO:0043547,positive regulation of GTPase activity,45,1,2.05,769,0.87834,0.62505,0.62505
954,GO:0006352,DNA-templated transcription initiation,45,1,2.05,770,0.87834,0.78503,0.78503
1164,GO:0016579,protein deubiquitination,45,1,2.05,771,0.87834,0.92234,0.92234
106,GO:0010604,positive regulation of macromolecule met...,246,8,11.22,772,0.88024,0.00796,0.0379
40,GO:0045935,positive regulation of nucleobase-contai...,166,5,7.57,773,0.88151,0.00097,0.01058
62,GO:0051301,cell division,46,1,2.1,774,0.88392,0.01695,0.01695
535,GO:0008652,amino acid biosynthetic process,46,1,2.1,775,0.88392,0.35249,0.35249
700,GO:0043038,amino acid activation,46,1,2.1,776,0.88392,0.56376,0.56376
995,GO:0006403,RNA localization,46,1,2.1,777,0.88392,0.0427,0.8111
1275,GO:0006633,fatty acid biosynthetic process,46,1,2.1,778,0.88392,0.97371,0.97371
1360,GO:0055086,nucleobase-containing small molecule met...,221,7,10.08,779,0.88409,0.98995,0.99443
621,GO:0031329,regulation of cellular catabolic process,80,2,3.65,780,0.88605,0.25202,0.46123
1047,GO:0099536,synaptic signaling,111,3,5.06,781,0.88797,0.85307,0.85307
411,GO:0042391,regulation of membrane potential,47,1,2.14,782,0.88925,0.21759,0.21759
1211,GO:0006664,glycolipid metabolic process,47,1,2.14,783,0.88925,0.94571,0.94571
1212,GO:1903509,liposaccharide metabolic process,47,1,2.14,784,0.88925,0.94571,0.94571
1236,GO:0050804,modulation of chemical synaptic transmis...,47,1,2.14,785,0.88925,0.96124,0.96124
1237,GO:0099177,regulation of trans-synaptic signaling,47,1,2.14,786,0.88925,0.96124,0.96124
1271,GO:0072330,monocarboxylic acid biosynthetic process,47,1,2.14,787,0.88925,0.97315,0.97315
615,GO:0010256,endomembrane system organization,81,2,3.69,788,0.89021,0.45453,0.45453
31,GO:0010639,negative regulation of organelle organiz...,48,1,2.19,789,0.89433,0.00875,0.00875
197,GO:0033043,regulation of organelle organization,113,3,5.15,790,0.895,0.00845,0.0796
165,GO:0009893,positive regulation of metabolic process,279,9,12.72,791,0.89683,0.01666,0.0652
1272,GO:0009150,purine ribonucleotide metabolic process,143,4,6.52,792,0.89734,0.97324,0.97324
479,GO:0051258,protein polymerization,49,1,2.23,793,0.89918,0.29493,0.29493
836,GO:0051345,positive regulation of hydrolase activit...,49,1,2.23,794,0.89918,0.68768,0.68768
341,GO:0016070,RNA metabolic process,1713,69,78.11,795,0.89924,0.09941,0.15402
464,GO:0007034,vacuolar transport,50,1,2.28,796,0.90381,0.27064,0.27064
180,GO:0006913,nucleocytoplasmic transport,85,2,3.88,797,0.90548,0.01991,0.07091
181,GO:0051169,nuclear transport,85,2,3.88,798,0.90548,0.01991,0.07091
414,GO:0006396,RNA processing,463,16,21.11,799,0.90596,0.18783,0.2224
808,GO:0006725,cellular aromatic compound metabolic pro...,2268,93,103.41,800,0.90757,0.14372,0.64877
512,GO:0098609,cell-cell adhesion,86,2,3.92,801,0.90898,0.32451,0.32451
628,GO:0046483,heterocycle metabolic process,2270,93,103.5,802,0.90937,0.05382,0.47468
530,GO:0009968,negative regulation of signal transducti...,52,1,2.37,803,0.91244,0.34943,0.34943
531,GO:0010648,negative regulation of cell communicatio...,52,1,2.37,804,0.91244,0.34943,0.34943
532,GO:0023057,negative regulation of signaling,52,1,2.37,805,0.91244,0.34943,0.34943
1052,GO:0070646,protein modification by small protein re...,52,1,2.37,806,0.91244,0.85412,0.85412
701,GO:0022607,cellular component assembly,568,20,25.9,807,0.91391,0.56302,0.56496
1278,GO:0009259,ribonucleotide metabolic process,149,4,6.79,808,0.91413,0.97523,0.97523
929,GO:0000209,protein polyubiquitination,54,1,2.46,809,0.9203,0.76782,0.76782
1280,GO:0019693,ribose phosphate metabolic process,152,4,6.93,810,0.92158,0.97617,0.97617
1351,GO:0090150,establishment of protein localization to...,55,1,2.51,811,0.92396,0.99244,0.99244
956,GO:0009894,regulation of catabolic process,91,2,4.15,812,0.92472,0.50662,0.78581
1158,GO:0015711,organic anion transport,91,2,4.15,813,0.92472,0.91952,0.91952
1304,GO:0009117,nucleotide metabolic process,183,5,8.34,814,0.92575,0.98385,0.98385
1163,GO:0044272,sulfur compound biosynthetic process,56,1,2.55,815,0.92745,0.9222,0.9222
1190,GO:0051129,negative regulation of cellular componen...,56,1,2.55,816,0.92745,0.02143,0.93768
1295,GO:0072594,establishment of protein localization to...,125,3,5.7,817,0.92946,0.69239,0.98142
1290,GO:0007018,microtubule-based movement,93,2,4.24,818,0.93027,0.98004,0.98004
375,GO:0051128,regulation of cellular component organiz...,156,4,7.11,819,0.9306,0.01363,0.1848
111,GO:0045893,positive regulation of DNA-templated tra...,126,3,5.75,820,0.9318,0.0391,0.0391
112,GO:1902680,positive regulation of RNA biosynthetic ...,126,3,5.75,821,0.9318,0.0391,0.0391
113,GO:1903508,positive regulation of nucleic acid-temp...,126,3,5.75,822,0.9318,0.0391,0.0391
804,GO:0044242,cellular lipid catabolic process,58,1,2.64,823,0.93396,0.64441,0.64441
1254,GO:0006665,sphingolipid metabolic process,58,1,2.64,824,0.93396,0.96692,0.96692
646,GO:1901360,organic cyclic compound metabolic proces...,2303,93,105.01,825,0.9353,0.07561,0.49438
1352,GO:0006753,nucleoside phosphate metabolic process,188,5,8.57,826,0.93563,0.98482,0.9925
597,GO:0048585,negative regulation of response to stimu...,59,1,2.69,827,0.937,0.43572,0.43572
853,GO:0034976,response to endoplasmic reticulum stress,59,1,2.69,828,0.937,0.70434,0.70434
865,GO:0043087,regulation of GTPase activity,59,1,2.69,829,0.937,0.71655,0.71655
872,GO:0016071,mRNA metabolic process,274,8,12.49,830,0.9379,0.54713,0.7218
1283,GO:1901565,organonitrogen compound catabolic proces...,437,14,19.93,831,0.9418,0.96787,0.97675
1287,GO:0006163,purine nucleotide metabolic process,162,4,7.39,832,0.9424,0.979,0.979
524,GO:0016050,vesicle organization,61,1,2.78,833,0.94266,0.34401,0.34401
610,GO:0016042,lipid catabolic process,61,1,2.78,834,0.94266,0.44876,0.44876
707,GO:0006888,endoplasmic reticulum to Golgi vesicle-m...,61,1,2.78,835,0.94266,0.56736,0.56736
1042,GO:0051604,protein maturation,61,1,2.78,836,0.94266,0.84923,0.84923
1269,GO:0016053,organic acid biosynthetic process,99,2,4.51,837,0.94468,0.97298,0.97298
1270,GO:0046394,carboxylic acid biosynthetic process,99,2,4.51,838,0.94468,0.97298,0.97298
211,GO:0006897,endocytosis,62,1,2.83,839,0.94529,0.0851,0.0851
922,GO:0033365,protein localization to organelle,164,4,7.48,840,0.9459,0.53664,0.7626
1195,GO:0006066,alcohol metabolic process,63,1,2.87,841,0.94781,0.93827,0.93827
480,GO:0043085,positive regulation of catalytic activit...,102,2,4.65,842,0.95078,0.29695,0.29695
1362,GO:1901575,organic substance catabolic process,626,21,28.54,843,0.95142,0.98989,0.99465
215,GO:0065008,regulation of biological quality,199,5,9.07,844,0.95334,0.02093,0.08912
284,GO:0044093,positive regulation of molecular functio...,138,3,6.29,845,0.95486,0.12755,0.12755
999,GO:0006397,mRNA processing,202,5,9.21,846,0.95734,0.81463,0.81463
460,GO:0000226,microtubule cytoskeleton organization,141,3,6.43,847,0.95936,0.26548,0.26548
963,GO:0010243,response to organonitrogen compound,69,1,3.15,848,0.96066,0.7872,0.7872
1075,GO:0044282,small molecule catabolic process,108,2,4.92,849,0.96112,0.86542,0.86542
134,GO:0051493,regulation of cytoskeleton organization,70,1,3.19,850,0.96247,0.04812,0.04812
945,GO:1901698,response to nitrogen compound,70,1,3.19,851,0.96247,0.78063,0.78063
997,GO:0006325,chromatin organization,144,3,6.57,852,0.96344,0.81235,0.81235
1263,GO:0051668,localization within membrane,111,2,5.06,853,0.96547,0.96805,0.96805
898,GO:0048193,Golgi vesicle transport,112,2,5.11,854,0.96681,0.74702,0.74702
1285,GO:0044265,cellular macromolecule catabolic process,327,9,14.91,855,0.96689,0.97597,0.9787
1363,GO:0090407,organophosphate biosynthetic process,211,5,9.62,856,0.96752,0.98714,0.99476
35,GO:0044087,regulation of cellular component biogene...,75,1,3.42,857,0.97035,0.0096,0.0096
917,GO:0007017,microtubule-based process,215,5,9.8,858,0.97129,0.75943,0.75943
1000,GO:0051336,regulation of hydrolase activity,76,1,3.47,859,0.97172,0.8162,0.8162
1138,GO:0015849,organic acid transport,76,1,3.47,860,0.97172,0.90549,0.90549
1139,GO:0046942,carboxylic acid transport,76,1,3.47,861,0.97172,0.90549,0.90549
1148,GO:0008033,tRNA processing,76,1,3.47,862,0.97172,0.91385,0.91385
1293,GO:1901135,carbohydrate derivative metabolic proces...,391,11,17.83,863,0.97297,0.96686,0.9812
1255,GO:0006644,phospholipid metabolic process,118,2,5.38,864,0.97388,0.96697,0.96697
434,GO:0045944,positive regulation of transcription by ...,78,1,3.56,865,0.97426,0.23468,0.23468
1121,GO:0006334,nucleosome assembly,78,1,3.56,866,0.97426,0.89488,0.89488
825,GO:0016054,organic acid catabolic process,79,1,3.6,867,0.97545,0.67952,0.67952
826,GO:0046395,carboxylic acid catabolic process,79,1,3.6,868,0.97545,0.67952,0.67952
1022,GO:0015980,energy derivation by oxidation of organi...,79,1,3.6,869,0.97545,0.83548,0.83548
1210,GO:0006790,sulfur compound metabolic process,121,2,5.52,870,0.97685,0.94542,0.94542
1093,GO:0034728,nucleosome organization,81,1,3.69,871,0.97766,0.87977,0.87977
1232,GO:0071702,organic substance transport,562,17,25.63,872,0.97773,0.90084,0.95843
684,GO:0045934,negative regulation of nucleobase-contai...,158,3,7.2,873,0.97788,0.54133,0.54133
596,GO:0050790,regulation of catalytic activity,159,3,7.25,874,0.97867,0.43541,0.43541
1160,GO:1901615,organic hydroxy compound metabolic proce...,82,1,3.74,875,0.97869,0.92021,0.92021
889,GO:0006338,chromatin remodeling,125,2,5.7,876,0.9803,0.74114,0.74114
944,GO:0006605,protein targeting,84,1,3.83,877,0.98061,0.7798,0.7798
1128,GO:0044237,cellular metabolic process,3883,159,177.05,878,0.98093,0.48496,0.89978
943,GO:0006399,tRNA metabolic process,126,2,5.75,879,0.98108,0.77763,0.77763
1238,GO:0044283,small molecule biosynthetic process,163,3,7.43,880,0.98157,0.96147,0.96147
1337,GO:0043161,proteasome-mediated ubiquitin-dependent ...,165,3,7.52,881,0.98288,0.98978,0.98978
1343,GO:0072657,protein localization to membrane,88,1,4.01,882,0.98395,0.99037,0.99037
1390,GO:0019637,organophosphate metabolic process,328,8,14.96,883,0.98515,0.99789,0.99765
1371,GO:0009056,catabolic process,691,21,31.51,884,0.98636,0.99314,0.99583
455,GO:0065009,regulation of molecular function,206,4,9.39,885,0.98654,0.26261,0.26261
1284,GO:0006886,intracellular protein transport,239,5,10.9,886,0.98661,0.86713,0.9769
1215,GO:0006643,membrane lipid metabolic process,92,1,4.19,887,0.98671,0.9478,0.9478
623,GO:0007005,mitochondrion organization,136,2,6.2,888,0.98742,0.46502,0.46502
1344,GO:0010498,proteasomal protein catabolic process,174,3,7.93,889,0.98774,0.99039,0.99039
1376,GO:0032787,monocarboxylic acid metabolic process,147,2,6.7,890,0.99201,0.99682,0.99682
1429,GO:0006091,generation of precursor metabolites and ...,107,1,4.88,891,0.99347,0.9999,0.9999
1294,GO:0019752,carboxylic acid metabolic process,328,7,14.96,892,0.99401,0.98121,0.98121
1289,GO:0043436,oxoacid metabolic process,329,7,15,893,0.99419,0.97967,0.97967
1266,GO:0006082,organic acid metabolic process,334,7,15.23,894,0.99503,0.97121,0.97121
595,GO:0032446,protein modification by small protein co...,160,2,7.3,895,0.99536,0.43508,0.43508
1214,GO:0033036,macromolecule localization,490,12,22.34,896,0.99562,0.87339,0.94615
1346,GO:0044281,small molecule metabolic process,606,16,27.63,897,0.99577,0.98641,0.99064
1299,GO:0006631,fatty acid metabolic process,119,1,5.43,898,0.9963,0.98243,0.98243
613,GO:0070647,protein modification by small protein co...,212,3,9.67,899,0.99715,0.45385,0.45385
1403,GO:0006796,phosphate-containing compound metabolic ...,706,19,32.19,900,0.99717,0.52828,0.99905
1361,GO:0044248,cellular catabolic process,594,15,27.08,901,0.99723,0.99334,0.99454
1389,GO:0051234,establishment of localization,1263,40,57.59,902,0.99736,0.77632,0.99759
1404,GO:0006793,phosphorus metabolic process,710,19,32.37,903,0.99744,0.51778,0.99908
1307,GO:0015031,protein transport,292,5,13.31,904,0.9978,0.91614,0.98424
1392,GO:0006810,transport,1247,39,56.86,905,0.99781,0.88603,0.99822
1300,GO:0045184,establishment of protein localization,299,5,13.63,906,0.99828,0.9245,0.98254
1353,GO:0006511,ubiquitin-dependent protein catabolic pr...,225,3,10.26,907,0.99829,0.99296,0.99296
695,GO:0016567,protein ubiquitination,138,1,6.29,908,0.9985,0.55403,0.55403
